Sample_ID_IfH,Organism_Code,trimethoprim-sulfamethoxazole,ceftriaxone,gentamicin,ampicillin,ciprofloxacin,amoxicillin-clavulanic acid,colistin,doripenem,cefepime,meropenem,amikacin,tigecycline,ceftazidime,levofloxacin,Imipenem,piperacillin-tazobactam,cefazolin,tobramycin,cefuroxime,ertapenem,ticarcillin-clavulanic acid,aztreonam,cefpodoxime,ampicillin-sulbactam,moxifloxacin,nitrofurantoin,piperacillin,cefotaxime,sulfamethoxazole,temocillin,trimethoprim
562.5464,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.26305,ECO,R,S,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.26297,ECO,R,S,S,S,S,S,,,,,,,,,,,,,,,,,,,,,,,,,
562.140727,ECO,S,S,S,S,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,S,,,,,,,
562.5444,ECO,R,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.26274,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.26303,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.140754,ECO,R,S,S,S,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,S,,,,,,,
562.140763,ECO,R,S,S,R,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,R,,,,,,,
562.5702,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.140733,ECO,R,S,S,S,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,S,,,,,,,
562.26291,ECO,R,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.26293,ECO,R,S,S,S,S,S,,,,,,,,,,,,,,,,,,,,,,,,,
562.5708,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.140779,ECO,S,S,S,S,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,S,,,,,,,
562.111033,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.140782,ECO,S,S,S,S,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,S,,,,,,,
562.140753,ECO,S,S,S,S,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,S,,,,,,,
562.26302,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.140775,ECO,R,S,S,R,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,R,,,,,,,
562.5429,ECO,S,S,S,R,S,S,,,,,,,,,,,,,,,,,,,,,,,,,
562.5435,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.5439,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.26313,ECO,S,S,S,R,R,S,,,,,,,,,,,,,,,,,,,,,,,,,
562.140745,ECO,S,S,S,R,S,,S,,S,S,S,R,S,,,R,R,R,S,R,R,S,R,R,,,,,,,
562.26292,ECO,S,S,S,S,S,S,,,,,,,,,,,,,,,,,,,,,,,,,
562.140759,ECO,S,S,S,S,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,S,,,,,,,
562.140758,ECO,S,S,S,S,S,,S,,S,S,S,R,S,,,R,S,R,S,R,S,S,R,S,,,,,,,
562.5452,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.5445,ECO,R,S,S,S,S,S,,,,,,,,,,,,,,,,,,,,,,,,,
562.5694,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.109859,ECO,S,R,S,R,S,R,,,,,,,,,,,,,,,,,,,,,,,,,
562.5695,ECO,S,S,S,S,S,S,,,,,,,,,,,,,,,,,,,,,,,,,
